,UUT COMMAND_TLM PACKET_TIMESECONDS,UUT COMMAND_TLM PACKET_TIMEFORMATTED,UUT COMMAND_TLM RECEIVED_TIMESECONDS,UUT COMMAND_TLM RECEIVED_TIMEFORMATTED,UUT COMMAND_TLM RECEIVED_COUNT,UUT COMMAND_TLM SYNC,UUT COMMAND_TLM MSG_ID,UUT COMMAND_TLM LEN,UUT COMMAND_TLM SEQ,UUT COMMAND_TLM CCSDS_TAI_SECS,UUT COMMAND_TLM CCSDS_TAI_SUBSECS,UUT COMMAND_TLM CCSDS_REALTIME,UUT COMMAND_TLM REALTIME_CMD_ACCEPT_COUNT,UUT COMMAND_TLM REALTIME_CMD_REJECT_COUNT,UUT COMMAND_TLM STORED_CMD_ACCEPT_COUNT,UUT COMMAND_TLM STORED_CMD_REJECT_COUNT,UUT COMMAND_TLM SEQUENCE_CMD_ACCEPT_COUNT,UUT COMMAND_TLM SEQUENCE_CMD_REJECT_COUNT,UUT COMMAND_TLM STORED_TIMED_CMDS_ENABLED,UUT COMMAND_TLM MACROS_ENABLED,UUT TIME TAI_SECONDS,UUT TIME TIME_VALID,UUT CLOCK_SYNC HR_RUN_COUNT,UUT GENERAL VOLUME_PERCENT_USED,UUT GENERAL MEM_TOTAL,UUT GENERAL MEM_FREE,UUT GENERAL MEM_AVAILABLE,UUT ANALOGS DET_TEMP,UUT ANALOGS MOTOR1_TEMP,UUT ANALOGS MOTOR2_TEMP,UUT ANALOGS MOTOR3_TEMP,UUT ANALOGS BATTERY_VOLTAGE,UUT ANALOGS BATTERY1_TEMP,UUT ANALOGS BUS_TEMP,UUT ANALOGS PAYLOAD_TEMP,UUT ANALOGS 5V_MON,UUT ANALOGS 3V3_MON,UUT ANALOGS V3_9V_MON,UUT ANALOGS V4_9V_MON,UUT ANALOGS 5V_CURR_MON,UUT ANALOGS 3V3_CURR_MON,UUT ANALOGS V3_9V_CURR_MON,UUT ANALOGS V4_9V_CURR_MON,UUT ANALOGS 5V_AUX_MON,UUT ANALOGS VSOLAR_MON,UUT ANALOGS BB_TEMP_MON,UUT ANALOGS BUCK_TEMP_MON,UUT ANALOGS I_SOLAR_MON,UUT ANALOGS I_BAT1_MON,UUT ANALOGS I_CHG_MON,UUT POWER HEATER_STATUS1,UUT REFS TIME_NOW,UUT REFS POSITION_WRT_ECEF1,UUT REFS POSITION_WRT_ECEF2,UUT REFS POSITION_WRT_ECEF3,UUT REFS VELOCITY_WRT_ECEF1,UUT REFS VELOCITY_WRT_ECEF2,UUT REFS VELOCITY_WRT_ECEF3,UUT REFS POSITION_WRT_ECI1,UUT REFS POSITION_WRT_ECI2,UUT REFS POSITION_WRT_ECI3,UUT REFS VELOCITY_WRT_ECI1,UUT REFS VELOCITY_WRT_ECI2,UUT REFS VELOCITY_WRT_ECI3,UUT REFS REFS_VALID,UUT GPS GPS_TIME,UUT GPS GPS_POSITION_ECEF1,UUT GPS GPS_POSITION_ECEF2,UUT GPS GPS_POSITION_ECEF3,UUT GPS GPS_VELOCITY_ECEF1,UUT GPS GPS_VELOCITY_ECEF2,UUT GPS GPS_VELOCITY_ECEF3,UUT GPS MSG_GPS_TEMP1,UUT GPS MSG_GPS_TEMP2,UUT GPS MSG_USED_SATELLITES,UUT GPS GPS_POS_LOCK,UUT GPS GPS_TIME_LOCK,UUT GPS MSG_DATA_VALID,UUT GPS GPS_NEW_DATA_RECEIVED,UUT GPS GPS_ENABLE,UUT GPS GPS_VALID,UUT ATT_CMD ADCS_MODE,UUT ATT_CMD RECOMMEND_SUN_POINT,UUT ATT_CMD SUN_POINT_REASON,UUT ATT_CTRL SUN_POINT_ANGLE_ERROR,UUT ATT_CTRL SUN_POINT_STATE,UUT ATT_CTRL MOMENTUM_TOO_HIGH,UUT ATT_CTRL ATT_CTRL_ACTIVE,UUT ATT_DET Q_BODY_WRT_ECI1,UUT ATT_DET Q_BODY_WRT_ECI2,UUT ATT_DET Q_BODY_WRT_ECI3,UUT ATT_DET Q_BODY_WRT_ECI4,UUT ATT_DET BODY_RATE1,UUT ATT_DET BODY_RATE2,UUT ATT_DET BODY_RATE3,UUT ATT_DET MEAS_RATE_VALID,UUT ATT_DET MEAS_ATT_VALID,UUT ATT_DET ATTITUDE_VALID,UUT ATT_DET REINIT_COUNT,UUT CSS CSS_INVALID_COUNT,UUT MOMENTUM TOTAL_MOMENTUM_MAG,UUT MOMENTUM DUTY_CYCLE1,UUT MOMENTUM DUTY_CYCLE2,UUT MOMENTUM DUTY_CYCLE3,UUT MOMENTUM TORQUE_ROD_MODE1,UUT MOMENTUM TORQUE_ROD_MODE2,UUT MOMENTUM TORQUE_ROD_MODE3,UUT TRACKER ATTITUDE_ST1,UUT TRACKER ATTITUDE_ST2,UUT TRACKER ATTITUDE_ST3,UUT TRACKER ATTITUDE_ST4,UUT TRACKER RATE_EST1,UUT TRACKER RATE_EST2,UUT TRACKER RATE_EST3,UUT TRACKER PEAK_BCKGND_ALL_TRK_BLKS,UUT TRACKER MEDIAN_BCKGND_ALL_TRK_BLKS,UUT TRACKER OPERATING_MODE,UUT TRACKER ATT_STATUS,UUT TRACKER NUM_ATTITUDE_STARS,UUT TRACKER NUM_TRACK_STARS,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT1,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT2,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT4,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT5,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT6,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT7,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT8,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT9,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT10,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT13,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT14,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT15,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT16,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT17,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT18,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT19,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT20,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT21,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT22,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT23,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT29,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT30,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT37,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT38,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT40,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT41,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT42,UUT EVENT_CHECK LATCHED_RESP_FIRE_PACK_BIT1,UUT EVENT_CHECK LATCHED_RESP_FIRE_PACK_BIT2,UUT EVENT_CHECK LATCHED_RESP_FIRE_PACK_BIT13,UUT EVENT_CHECK LATCHED_RESP_FIRE_PACK_BIT14,UUT EVENT_CHECK LATCHED_RESP_FIRE_PACK_BIT15,UUT REFS NADIR_VECTOR_BODY1,UUT REFS NADIR_VECTOR_BODY2,UUT REFS NADIR_VECTOR_BODY3,UUT REFS MODELED_SUN_VECTOR_BODY1,UUT REFS MODELED_SUN_VECTOR_BODY2,UUT REFS MODELED_SUN_VECTOR_BODY3,UUT REFS MOON_VECTOR_BODY1,UUT REFS MOON_VECTOR_BODY2,UUT REFS MOON_VECTOR_BODY3
0,1665422228.0,17:08.2,1665422228.0,17:08.2,1049.0,1.35823e+19,1.0,512.0,5.0,718651408.0,0.6,STORED,72.0,0.0,33.0,0.0,0.0,0.0,EN,EN,718651408.6,YES,13005605.0,25.0,85.0,16.0,19.0,19.20000024,15.82499968,16.73499967,16.45499967,12.30000062,14.15999972,16.06200064,12.6185005,4.9880002,3.320500133,3.906000156,3.965000159,0.201500008,0.708000028,0.024500001,0.024500001,5.022500201,16.08800064,20.0945008,18.67300075,1.699500068,0.232000009,0.691000028,OFF,718651408.8,3881.357706,-2371.234761,5023.862629,5.372285015,4.643026345,-1.953424915,-1743.306313,-4196.29471,5027.810789,5.70674229,-4.73285993,-1.9657779,YES,718651408.0,3877.061146,-2374.949201,5025.422849,5.375692855,4.641201435,-1.94831867,19.53714247,20.45142816,16.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,6.926999538,NOT_ACTIVE,NO,YES,-0.380316629,-0.275073543,-0.254701456,0.845470837,0.00058141,0.000765195,-6.8595e-05,YES,YES,YES,232.0,0.0,0.0025,25.0,4.0,6.0,AUTO,AUTO,AUTO,0.320676378,0.28848426,0.198036119,0.880184747,0.00083,3.75e-05,-0.0002275,348.0,156.0,TRACK,OK,32.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.440999989,0.897519978,0.00016,-0.707119982,-0.707119982,-4e-05,0.667799983,0.743239981,-0.040319999
1,1665422228.0,44844.55357,1665422228.0,44844.55357,1050.0,1.35823e+19,1.0,512.0,6.0,718651468.0,0.6,STORED,72.0,0.0,33.0,0.0,0.0,0.0,EN,EN,718651468.6,YES,13005905.0,25.0,85.0,16.0,19.0,19.20000024,15.90499968,16.84999966,16.55499967,12.32000062,14.29999971,16.12150064,12.65900051,4.985500199,3.320500133,3.906000156,3.965000159,0.219500009,0.647000026,0.024500001,0.024500001,5.022500201,16.12700065,20.21550081,18.79250075,1.709000068,0.201500008,0.600500024,OFF,718651468.8,4195.79637,-2088.824916,4895.159575,5.10509242,4.76737432,-2.334891105,-1397.15681,-4470.405496,4898.358055,5.827081855,-4.40058155,-2.34751795,YES,718651468.0,4191.71165,-2092.637235,4897.025435,5.10884115,4.76590159,-2.329915035,19.65714246,20.51142816,16.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,6.617999559,NOT_ACTIVE,NO,YES,-0.357327509,-0.262691509,-0.256782279,0.858704282,0.00059476,0.000656265,-4.739e-05,YES,YES,YES,232.0,0.0,0.0025,23.0,4.0,6.0,AUTO,AUTO,AUTO,0.345913122,0.290374318,0.206563162,0.867962285,0.0008425,0.000145,9.5e-05,348.0,152.0,TRACK,OK,28.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.475239988,0.879839978,0.00016,-0.707079982,-0.707119982,-8e-05,0.669319983,0.741759981,-0.042239999
2,1665422229.0,44844.55357,1665422229.0,44844.55357,1051.0,1.35823e+19,1.0,512.0,7.0,718651528.0,0.6,STORED,72.0,0.0,33.0,0.0,0.0,0.0,EN,EN,718651528.6,YES,13006205.0,25.0,85.0,16.0,19.0,19.20000024,15.98499968,16.96999966,16.65499967,12.30000062,14.41999971,16.23950065,12.78050051,4.9880002,3.323000133,3.906000156,3.965000159,0.201500008,0.641000026,0.024500001,0.024500001,5.022500201,16.12700065,20.31650081,18.91200076,1.840500074,0.165000007,0.649500026,OFF,718651528.8,4493.525795,-1799.52723,4743.891543,4.81549186,4.872432895,-2.70559885,-1044.581328,-4723.962564,4746.325623,5.920725555,-4.0480174,-2.71844172,YES,718651528.0,4489.671936,-1803.42447,4746.054123,4.819508835,4.87116376,-2.70071272,19.8399996,20.6342853,15.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,6.44999957,NOT_ACTIVE,NO,YES,-0.334572801,-0.250388908,-0.258591537,0.870917225,0.00051386,0.000650195,-3.0905e-05,YES,YES,YES,232.0,0.0,0.003,22.0,4.0,7.0,AUTO,AUTO,AUTO,0.370250731,0.291992564,0.214687497,0.855315157,0.0007175,6.25e-05,-6.75e-05,348.0,148.0,TRACK,OK,35.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.509599987,0.860399978,0.0002,-0.707079982,-0.707119982,-8e-05,0.670919983,0.740199981,-0.043999999
3,1665422229.0,44844.55357,1665422229.0,44844.55357,1052.0,1.35823e+19,1.0,512.0,8.0,718651588.0,0.6,STORED,72.0,0.0,33.0,0.0,0.0,0.0,EN,EN,718651588.6,YES,13006505.0,25.0,85.0,16.0,19.0,19.20000024,16.03999968,17.06999966,16.75499966,12.32000062,14.53999971,16.33850065,12.82050051,4.985500199,3.320500133,3.906000156,3.965000159,0.201500008,0.696000028,0.024500001,0.024500001,5.022500201,16.14650065,20.41750082,19.05200076,1.840500074,0.061000002,0.654500026,OFF,718651588.8,4773.231941,-1504.519085,4570.740931,4.504684375,4.957832505,-3.063761525,-687.2066256,-4955.794992,4572.399411,5.98717136,-3.67684609,-3.07676141,YES,718651588.0,4769.626242,-1508.484725,4573.189591,4.50897287,4.956816585,-3.059098095,19.90285674,20.81714244,15.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,6.332999578,NOT_ACTIVE,NO,YES,-0.312007706,-0.238133458,-0.260171385,0.882187314,0.0005815,0.000610875,1.0385e-05,YES,YES,YES,232.0,0.0,0.003,21.0,4.0,7.0,AUTO,AUTO,AUTO,0.393817755,0.293339061,0.222455635,0.842242995,0.00071,7.5e-05,0.0002575,348.0,148.0,TRACK,OK,49.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.543799986,0.839239979,0.0002,-0.707079982,-0.707159982,-8e-05,0.672559983,0.738639982,-0.045599999
4,1665422229.0,44844.55358,1665422229.0,44844.55358,1053.0,1.35823e+19,1.0,512.0,9.0,718651648.0,0.6,STORED,72.0,0.0,33.0,0.0,0.0,0.0,EN,EN,718651648.6,YES,13006805.0,25.0,85.0,16.0,19.0,19.20000024,16.11999968,17.16499966,16.82999966,12.30000062,14.65999971,16.35800065,12.92150052,4.985500199,3.320500133,3.906000156,3.969500159,0.201500008,0.647000026,0.024500001,0.024500001,5.022500201,16.18550065,20.51850082,19.13150077,1.699500068,0.085500003,0.713000029,OFF,718651648.8,5033.681728,-1204.98376,4376.512581,4.173798415,5.023283235,-3.407994975,-326.6710837,-5164.838962,4377.387861,6.02601491,-3.2886672,-3.42109195,YES,718651648.0,5030.340708,-1209.0013,4379.237421,4.17829166,5.02255171,-3.403448665,20.02571389,20.87999958,15.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,6.248999583,NOT_ACTIVE,NO,YES,-0.289561357,-0.22589848,-0.261514819,0.892599606,0.00059459,0.000682145,1.9e-05,YES,YES,YES,232.0,0.0,0.003,19.0,3.0,8.0,AUTO,AUTO,AUTO,0.416723521,0.2943842,0.230027321,0.828713992,0.000775,7e-05,0.0009075,204.0,148.0,TRACK,OK,36.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.577599986,0.81631998,0.0002,-0.707079982,-0.707159982,-4e-05,0.674239983,0.737039982,-0.047039999
5,1665422229.0,44844.55358,1665422229.0,44844.55358,1054.0,1.35823e+19,1.0,512.0,10.0,718737463.0,0.0,REALTIME,73.0,0.0,35.0,0.0,0.0,0.0,EN,EN,718737463.0,YES,13435877.0,27.0,85.0,8.0,19.0,13.60000017,10.2299998,11.33499977,10.66999979,11.9680006,12.37499975,9.952500398,5.937500238,4.985500199,3.320500133,3.896500156,3.960000158,0.201500008,0.635000025,0.024500001,0.024500001,5.024000201,4.197500168,13.36350053,12.5985005,0.76050003,-1.355000054,0.0,OFF,718737463.2,-3357.093192,2912.694214,-5128.146664,-5.937676015,-4.03105272,1.59932758,2387.877081,3741.264233,-5133.491543,-5.11311701,5.470554215,1.6103606,YES,718737462.0,-3349.965393,2917.529514,-5130.061083,-5.94209277,-4.027642965,1.591406355,14.225714,15.1399997,18.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,180.9989879,NOT_ACTIVE,NO,YES,0.754581675,0.407370881,-0.080816869,0.508059105,0.00078484,0.000766265,-9.2825e-05,YES,YES,YES,232.0,0.0,0.0025,8.0,11.0,28.0,AUTO,AUTO,AUTO,-0.877829903,-0.091512904,-0.302538083,0.359876031,0.0009275,6.75e-05,0.0006275,208.0,148.0,TRACK,OK,47.0,47.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.929559977,0.368679991,0.0002,-0.707119982,-0.707119982,0.00012,0.714079982,0.676319983,-0.180759995
6,1665422229.0,44844.55358,1665422229.0,44844.55358,1055.0,1.35823e+19,1.0,512.0,11.0,718651708.0,0.6,STORED,72.0,0.0,33.0,0.0,0.0,0.0,EN,EN,718651708.6,YES,13007105.0,25.0,85.0,16.0,19.0,19.20000024,16.17999968,17.28499965,16.92999966,12.30000062,14.7949997,16.43700066,12.98200052,4.9880002,3.320500133,3.906000156,3.965000159,0.201500008,0.635000025,0.024500001,0.024500001,5.022500201,16.18550065,20.59950082,19.23150077,1.615000065,0.122000005,0.710500028,OFF,718651708.8,5273.713616,-902.1188549,4162.099072,3.82429854,5.06878066,-3.73639845,35.36733823,-5350.129912,4162.187112,6.037222775,-2.885366815,-3.74953245,YES,718651708.0,5270.651856,-906.1732947,4165.086072,3.82908348,5.068320215,-3.73214009,20.20857102,21.06285672,15.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,6.164999589,NOT_ACTIVE,NO,YES,-0.267249137,-0.213653162,-0.26262419,0.902196608,0.000644215,0.00066118,9.3865e-05,YES,YES,YES,232.0,0.0,0.003,18.0,3.0,8.0,AUTO,AUTO,AUTO,0.438939658,0.29528599,0.237218337,0.814779493,0.0007425,0.000197,0.00099,216.0,148.0,TRACK,OK,44.0,44.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.610799985,0.79175998,0.0002,-0.707079982,-0.707119982,-8e-05,0.675959983,0.735319982,-0.048279999
7,1665422229.0,44844.55358,1665422229.0,44844.55358,1056.0,1.35823e+19,1.0,512.0,12.0,718651768.0,0.6,STORED,72.0,0.0,33.0,0.0,0.0,0.0,EN,EN,718651768.6,YES,13007405.0,25.0,85.0,15.0,19.0,19.20000024,16.23999968,17.36499965,17.02999966,12.32000062,14.9149997,16.53550066,13.04200052,4.985500199,3.323000133,3.906000156,3.969500159,0.195500008,0.647000026,0.024500001,0.024500001,5.022500201,16.22450065,20.70100083,19.31150077,1.709000068,0.116000005,0.664000027,OFF,718651768.8,5492.248805,-597.1287701,3928.487644,3.45749163,5.0941678,-4.04768381,397.2423801,-5510.812484,3927.788044,6.020617955,-2.468701155,-4.060794335,YES,718651768.0,5489.481866,-601.2035699,3931.725543,3.46241554,5.093966205,-4.04368211,20.32857102,21.12285672,15.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,6.137999591,NOT_ACTIVE,NO,YES,-0.244928313,-0.201404025,-0.263573314,0.911029971,0.00059508,0.00069077,-3.5755e-05,YES,YES,YES,232.0,0.0,0.003,14.0,1.0,8.0,AUTO,AUTO,AUTO,0.460625789,0.295904513,0.244209368,0.800391271,0.0007525,0.00015,0.0002725,204.0,152.0,TRACK,OK,39.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643359984,0.765559981,0.00016,-0.707039982,-0.707159982,-4e-05,0.677679983,0.733679982,-0.049479999
8,1665422230.0,44844.55358,1665422230.0,44844.55358,1057.0,1.35823e+19,1.0,512.0,13.0,718651828.0,0.6,STORED,72.0,0.0,33.0,0.0,0.0,0.0,EN,EN,718651828.6,YES,13007705.0,25.0,85.0,15.0,19.0,19.20000024,16.27999967,17.44499965,17.10999966,12.32000062,15.0149997,16.61450066,13.04200052,4.9880002,3.323000133,3.906000156,3.969500159,0.201500008,0.641000026,0.024500001,0.024500001,5.022500201,16.22450065,20.76200083,19.39150078,1.774500071,0.213500009,0.656500026,OFF,718651828.8,5688.304896,-291.2165654,3676.761916,3.075079795,5.099540155,-4.340312605,757.2920221,-5646.152598,3675.277876,5.97637884,-2.040768995,-4.353339475,YES,718651828.0,5685.842016,-295.2962852,3680.232616,3.08022175,5.099512745,-4.33650121,20.32857102,21.24571386,15.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,5.912999606,NOT_ACTIVE,NO,YES,-0.222625508,-0.189104553,-0.264279706,0.919148274,0.000687935,0.0005693,-8.728e-05,YES,YES,YES,232.0,0.0,0.003,14.0,0.0,8.0,AUTO,AUTO,AUTO,0.481821103,0.296308584,0.251004126,0.785523123,0.000655,9.25e-05,0.0005775,208.0,148.0,TRACK,OK,41.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.674839983,0.737959982,0.00016,-0.707039982,-0.707159982,0.0,0.679519983,0.731919982,-0.050479999
9,1665422230.0,44844.55358,1665422230.0,44844.55358,1058.0,1.35823e+19,1.0,512.0,14.0,718651888.0,0.6,STORED,72.0,0.0,33.0,0.0,0.0,0.0,EN,EN,718651888.6,YES,13008005.0,25.0,85.0,15.0,19.0,20.00000025,16.31999967,17.48499965,17.20499966,12.30000062,15.1349997,16.69350067,13.16300053,4.985500199,3.320500133,3.906000156,3.969500159,0.219500009,0.647000026,0.024500001,0.024500001,5.022500201,16.22450065,20.86350083,19.49150078,1.793500072,0.049000002,0.715500029,OFF,718651888.8,5860.964207,14.41481928,3408.06319,2.678148345,5.084855775,-4.61296738,1113.853664,-5755.506012,3405.80159,5.90447162,-1.60308327,-4.62585029,YES,718651888.0,5858.820487,10.34711948,3411.752829,2.68354759,5.085173485,-4.609455835,20.45142816,21.368571,14.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,5.954999603,NOT_ACTIVE,NO,YES,-0.200296194,-0.176674804,-0.264825214,0.926571645,0.00048104,0.000588335,-0.00012177,YES,YES,YES,232.0,0.0,0.003,11.0,4.0,9.0,AUTO,AUTO,AUTO,0.502553816,0.296554173,0.257463114,0.770199993,0.0007,1.75e-05,0.00013,208.0,148.0,TRACK,OK,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.705279982,0.708919982,0.00024,-0.707039982,-0.707159982,-0.00012,0.681399983,0.730119982,-0.051239999
