,UUT COMMAND_TLM PACKET_TIMESECONDS,UUT COMMAND_TLM PACKET_TIMEFORMATTED,UUT COMMAND_TLM RECEIVED_TIMESECONDS,UUT COMMAND_TLM RECEIVED_TIMEFORMATTED,UUT COMMAND_TLM RECEIVED_COUNT,UUT COMMAND_TLM SYNC,UUT COMMAND_TLM MSG_ID,UUT COMMAND_TLM LEN,UUT COMMAND_TLM SEQ,UUT COMMAND_TLM CCSDS_TAI_SECS,UUT COMMAND_TLM CCSDS_TAI_SUBSECS,UUT COMMAND_TLM CCSDS_REALTIME,UUT COMMAND_TLM REALTIME_CMD_ACCEPT_COUNT,UUT COMMAND_TLM REALTIME_CMD_REJECT_COUNT,UUT COMMAND_TLM STORED_CMD_ACCEPT_COUNT,UUT COMMAND_TLM STORED_CMD_REJECT_COUNT,UUT COMMAND_TLM SEQUENCE_CMD_ACCEPT_COUNT,UUT COMMAND_TLM SEQUENCE_CMD_REJECT_COUNT,UUT COMMAND_TLM STORED_TIMED_CMDS_ENABLED,UUT COMMAND_TLM MACROS_ENABLED,UUT TIME TAI_SECONDS,UUT TIME TIME_VALID,UUT CLOCK_SYNC HR_RUN_COUNT,UUT GENERAL VOLUME_PERCENT_USED,UUT GENERAL MEM_TOTAL,UUT GENERAL MEM_FREE,UUT GENERAL MEM_AVAILABLE,UUT ANALOGS DET_TEMP,UUT ANALOGS MOTOR1_TEMP,UUT ANALOGS MOTOR2_TEMP,UUT ANALOGS MOTOR3_TEMP,UUT ANALOGS BATTERY_VOLTAGE,UUT ANALOGS BATTERY1_TEMP,UUT ANALOGS BUS_TEMP,UUT ANALOGS PAYLOAD_TEMP,UUT ANALOGS 5V_MON,UUT ANALOGS 3V3_MON,UUT ANALOGS V3_9V_MON,UUT ANALOGS V4_9V_MON,UUT ANALOGS 5V_CURR_MON,UUT ANALOGS 3V3_CURR_MON,UUT ANALOGS V3_9V_CURR_MON,UUT ANALOGS V4_9V_CURR_MON,UUT ANALOGS 5V_AUX_MON,UUT ANALOGS VSOLAR_MON,UUT ANALOGS BB_TEMP_MON,UUT ANALOGS BUCK_TEMP_MON,UUT ANALOGS I_SOLAR_MON,UUT ANALOGS I_BAT1_MON,UUT ANALOGS I_CHG_MON,UUT POWER HEATER_STATUS1,UUT REFS TIME_NOW,UUT REFS POSITION_WRT_ECEF1,UUT REFS POSITION_WRT_ECEF2,UUT REFS POSITION_WRT_ECEF3,UUT REFS VELOCITY_WRT_ECEF1,UUT REFS VELOCITY_WRT_ECEF2,UUT REFS VELOCITY_WRT_ECEF3,UUT REFS POSITION_WRT_ECI1,UUT REFS POSITION_WRT_ECI2,UUT REFS POSITION_WRT_ECI3,UUT REFS VELOCITY_WRT_ECI1,UUT REFS VELOCITY_WRT_ECI2,UUT REFS VELOCITY_WRT_ECI3,UUT REFS REFS_VALID,UUT GPS GPS_TIME,UUT GPS GPS_POSITION_ECEF1,UUT GPS GPS_POSITION_ECEF2,UUT GPS GPS_POSITION_ECEF3,UUT GPS GPS_VELOCITY_ECEF1,UUT GPS GPS_VELOCITY_ECEF2,UUT GPS GPS_VELOCITY_ECEF3,UUT GPS MSG_GPS_TEMP1,UUT GPS MSG_GPS_TEMP2,UUT GPS MSG_USED_SATELLITES,UUT GPS GPS_POS_LOCK,UUT GPS GPS_TIME_LOCK,UUT GPS MSG_DATA_VALID,UUT GPS GPS_NEW_DATA_RECEIVED,UUT GPS GPS_ENABLE,UUT GPS GPS_VALID,UUT ATT_CMD ADCS_MODE,UUT ATT_CMD RECOMMEND_SUN_POINT,UUT ATT_CMD SUN_POINT_REASON,UUT ATT_CTRL SUN_POINT_ANGLE_ERROR,UUT ATT_CTRL SUN_POINT_STATE,UUT ATT_CTRL MOMENTUM_TOO_HIGH,UUT ATT_CTRL ATT_CTRL_ACTIVE,UUT ATT_DET Q_BODY_WRT_ECI1,UUT ATT_DET Q_BODY_WRT_ECI2,UUT ATT_DET Q_BODY_WRT_ECI3,UUT ATT_DET Q_BODY_WRT_ECI4,UUT ATT_DET BODY_RATE1,UUT ATT_DET BODY_RATE2,UUT ATT_DET BODY_RATE3,UUT ATT_DET MEAS_RATE_VALID,UUT ATT_DET MEAS_ATT_VALID,UUT ATT_DET ATTITUDE_VALID,UUT ATT_DET REINIT_COUNT,UUT CSS CSS_INVALID_COUNT,UUT MOMENTUM TOTAL_MOMENTUM_MAG,UUT MOMENTUM DUTY_CYCLE1,UUT MOMENTUM DUTY_CYCLE2,UUT MOMENTUM DUTY_CYCLE3,UUT MOMENTUM TORQUE_ROD_MODE1,UUT MOMENTUM TORQUE_ROD_MODE2,UUT MOMENTUM TORQUE_ROD_MODE3,UUT TRACKER ATTITUDE_ST1,UUT TRACKER ATTITUDE_ST2,UUT TRACKER ATTITUDE_ST3,UUT TRACKER ATTITUDE_ST4,UUT TRACKER RATE_EST1,UUT TRACKER RATE_EST2,UUT TRACKER RATE_EST3,UUT TRACKER PEAK_BCKGND_ALL_TRK_BLKS,UUT TRACKER MEDIAN_BCKGND_ALL_TRK_BLKS,UUT TRACKER OPERATING_MODE,UUT TRACKER ATT_STATUS,UUT TRACKER NUM_ATTITUDE_STARS,UUT TRACKER NUM_TRACK_STARS,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT1,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT2,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT4,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT5,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT6,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT7,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT8,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT9,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT10,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT13,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT14,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT15,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT16,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT17,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT18,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT19,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT20,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT21,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT22,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT23,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT29,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT30,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT37,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT38,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT40,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT41,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT42,UUT EVENT_CHECK LATCHED_RESP_FIRE_PACK_BIT1,UUT EVENT_CHECK LATCHED_RESP_FIRE_PACK_BIT2,UUT EVENT_CHECK LATCHED_RESP_FIRE_PACK_BIT13,UUT EVENT_CHECK LATCHED_RESP_FIRE_PACK_BIT14,UUT EVENT_CHECK LATCHED_RESP_FIRE_PACK_BIT15
0,1664827750.0,09:09.7,1664827750.0,09:09.7,1.0,1.35823e+19,1.0,512.0,1.0,718114227.0,0.8,STORED,13.0,0.0,14.0,0.0,0.0,0.0,EN,EN,718114227.8,YES,10319701.0,25.0,85.0,7.0,19.0,12.80000016,9.569999809,11.08499978,10.28999979,12.0460006,11.72499977,9.633500385,5.629000225,4.985500199,3.320500133,3.896500156,3.960000158,0.207500008,0.665500027,0.024500001,0.024500001,5.024000201,4.100000164,12.98200052,12.19300049,0.76050003,-0.555500022,0.0,OFF,718114228.0,-5449.369268,-94.30315528,-4048.831538,2.991559665,-5.47316766,-3.900582975,5247.018098,1442.172688,-4060.356437,-4.368695985,4.943851375,-3.891177205,YES,718114227.0,-5452.357747,-88.83003556,-4044.928298,2.9854405,-5.472826945,-3.905745255,13.67428544,14.65142828,20.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,180.9989879,NOT_ACTIVE,NO,YES,0.679782912,0.32203392,-0.178031463,0.634424231,0.000753865,0.000785765,8.525e-06,YES,YES,YES,203.0,0.0,0.002,13.0,10.0,27.0,AUTO,AUTO,AUTO,-0.927759153,-0.085624226,-0.320152094,0.171563641,0.000905,9e-05,0.000405,208.0,152.0,TRACK,OK,40.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1664827750.0,44837.67303,1664827750.0,44837.67303,2.0,1.35823e+19,1.0,512.0,2.0,718114278.0,0.8,STORED,13.0,0.0,14.0,0.0,0.0,0.0,EN,EN,718114278.8,YES,10319956.0,25.0,85.0,8.0,19.0,12.80000016,9.334999813,10.85499978,10.0999998,12.0460006,11.53999977,9.398000376,5.365500215,4.985500199,3.320500133,3.896500156,3.960000158,0.207500008,0.659000026,0.024500001,0.024500001,5.024000201,4.080500163,12.76000051,11.98900048,0.779500031,-0.689500028,0.0,OFF,718114279.0,-5288.946676,-373.7131413,-4240.933208,3.2977433,-5.481459245,-3.630812845,5015.659049,1691.785015,-4251.959627,-4.701666245,4.84218074,-3.6206754,YES,718114278.0,-5292.241315,-368.2315416,-4237.300168,3.29181283,-5.481425235,-3.63623965,13.4314283,14.345714,20.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,180.9989879,NOT_ACTIVE,NO,YES,0.695313231,0.330765934,-0.170997428,0.614730224,0.00072072,0.000676435,-1.4445e-05,YES,YES,YES,203.0,0.0,0.002,11.0,6.0,28.0,AUTO,AUTO,AUTO,-0.923998352,-0.077890522,-0.317987277,0.197596064,0.0008125,8.75e-05,0.000575,208.0,148.0,TRACK,OK,42.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1664827750.0,44837.67303,1664827750.0,44837.67303,3.0,1.35823e+19,1.0,512.0,3.0,718114329.0,0.8,STORED,13.0,0.0,14.0,0.0,0.0,0.0,EN,EN,718114329.8,YES,10320211.0,25.0,85.0,7.0,19.0,12.80000016,9.119999818,10.60499979,9.909999802,12.0260006,11.35499977,9.182500367,5.124500205,4.985500199,3.320500133,3.896500156,3.960000158,0.213500009,0.653000026,0.024500001,0.024500001,5.024000201,4.100000164,12.5580005,11.74350047,0.779500031,-0.824000033,0.0,OFF,718114330.0,-5113.186924,-653.1415473,-4418.972679,3.59295913,-5.47390283,-3.34912822,4767.715562,1935.802063,-4429.464139,-5.018978345,4.72449152,-3.338292865,YES,718114329.0,-5116.777244,-647.6677076,-4415.620899,3.58725275,-5.474190145,-3.35475598,13.12571402,14.04285686,20.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,180.9989879,NOT_ACTIVE,NO,YES,0.708988392,0.338521737,-0.164509602,0.596384981,0.000609085,0.000613605,5.1755e-05,YES,YES,YES,203.0,0.0,0.002,10.0,2.0,30.0,AUTO,AUTO,AUTO,-0.919976564,-0.070827079,-0.315781059,0.221153721,0.0007575,0.0001525,0.0004575,208.0,148.0,TRACK,OK,42.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1664827750.0,44837.67304,1664827750.0,44837.67304,4.0,1.35823e+19,1.0,512.0,4.0,718114380.0,0.8,STORED,13.0,0.0,14.0,0.0,0.0,0.0,EN,EN,718114380.8,YES,10320466.0,25.0,85.0,8.0,19.0,12.80000016,8.899999822,10.39499979,9.739999805,12.0080006,11.16499978,8.98800036,4.881000195,4.985500199,3.320500133,3.896500156,3.960000158,0.201500008,0.592000024,0.024500001,0.024500001,5.024000201,4.100000164,12.35550049,11.55900046,0.779500031,-0.769000031,0.0,OFF,718114381.0,-4922.668914,-931.7811334,-4582.362111,3.876347775,-5.450517745,-3.05638842,4504.010175,2173.418591,-4592.28395,-5.319598255,4.59125142,-3.04489119,YES,718114380.0,-4926.542834,-926.3302737,-4579.303311,3.870878865,-5.451115255,-3.062215375,12.88285689,13.79714258,20.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,180.9989879,NOT_ACTIVE,NO,YES,0.721108962,0.345438269,-0.158456686,0.579280334,0.00057128,0.00062001,1.75e-07,YES,YES,YES,203.0,0.0,0.002,9.0,3.0,29.0,AUTO,AUTO,AUTO,-0.915772766,-0.064409653,-0.313628787,0.24258735,0.0007225,7e-05,0.00052,208.0,148.0,TRACK,OK,41.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1664827750.0,44837.67304,1664827750.0,44837.67304,5.0,1.35823e+19,1.0,512.0,5.0,718114431.0,0.8,STORED,13.0,0.0,14.0,0.0,0.0,0.0,EN,EN,718114431.8,YES,10320721.0,25.0,85.0,8.0,19.0,12.00000015,8.684999826,10.1649998,9.50499981,12.0080006,10.97999978,8.74850035,4.685000187,4.985500199,3.320500133,3.896500156,3.960000158,0.24400001,0.604000024,0.024500001,0.024500001,5.024000201,4.100000164,12.13150049,11.33250045,0.779500031,-0.854500034,0.0,OFF,718114432.0,-4718.012404,-1208.82402,-4730.557363,4.14716779,-5.411228845,-2.75360479,4225.415549,2403.85132,-4739.876763,-5.602587775,4.442822995,-2.7414838,YES,718114431.0,-4722.156904,-1203.4127,-4727.801584,4.14198594,-5.412178035,-2.75962323,12.88285689,13.79714258,19.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,180.9989879,NOT_ACTIVE,NO,YES,0.731943064,0.351622935,-0.152814331,0.563265836,0.00037281,0.000535295,-8.42e-05,YES,YES,YES,203.0,0.0,0.002,10.0,7.0,30.0,AUTO,AUTO,AUTO,-0.911480247,-0.05843926,-0.311505803,0.262207451,0.000615,3e-05,-9.75e-05,208.0,148.0,TRACK,OK,47.0,47.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1664827751.0,44837.67304,1664827751.0,44837.67304,6.0,1.35823e+19,1.0,512.0,6.0,718114482.0,0.8,STORED,13.0,0.0,14.0,0.0,0.0,0.0,EN,EN,718114482.8,YES,10320976.0,25.0,85.0,8.0,19.0,12.00000015,8.464999831,9.954999801,9.289999814,12.0080006,10.77499978,8.486000339,4.314500173,4.985500199,3.320500133,3.896500156,3.960000158,0.24400001,0.598000024,0.024500001,0.024500001,5.024000201,4.100000164,11.92800048,11.06350044,0.779500031,-0.763000031,0.0,OFF,718114483.0,-4499.881235,-1483.461806,-4863.076557,4.4046409,-5.356154525,-2.44180103,3932.857223,2626.340729,-4871.762736,-5.86702956,4.279781075,-2.429096405,YES,718114482.0,-4504.283395,-1478.105106,-4860.631697,4.39967713,-5.35743257,-2.448019125,12.57714261,13.4914283,20.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,180.9989879,NOT_ACTIVE,NO,YES,0.741714949,0.35723256,-0.147525962,0.548160453,0.000532895,0.000504295,5.7995e-05,YES,YES,YES,203.0,0.0,0.002,10.0,12.0,30.0,AUTO,AUTO,AUTO,-0.907150853,-0.052745198,-0.309349147,0.280354025,0.0006,7.5e-05,0.0004225,208.0,148.0,TRACK,OK,44.0,44.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1664827751.0,44837.67304,1664827751.0,44837.67304,7.0,1.35823e+19,1.0,512.0,7.0,718114533.0,0.8,STORED,13.0,0.0,14.0,0.0,0.0,0.0,EN,EN,718114533.8,YES,10321231.0,25.0,85.0,8.0,19.0,12.00000015,8.244999835,9.719999806,9.074999818,12.0080006,10.56499979,8.265500331,4.139500166,4.985500199,3.320500133,3.896500156,3.960000158,0.207500008,0.592000024,0.024500001,0.024500001,5.024000201,4.119500165,11.68200047,10.83500043,0.779500031,-0.647000026,0.0,OFF,718114534.0,-4268.974427,-1754.888172,-4979.475351,4.648048705,-5.285354415,-2.12175743,3627.304039,2840.151958,-4987.499591,-6.1120555,4.10264269,-2.108511215,YES,718114533.0,-4273.619506,-1749.602433,-4977.353591,4.64343462,-5.28690413,-2.1281708,12.27142833,13.12571402,19.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,180.9989879,NOT_ACTIVE,NO,YES,0.75055827,0.362364301,-0.142540468,0.533888163,0.000543295,0.000525625,-4.2e-05,YES,YES,YES,203.0,0.0,0.002,12.0,15.0,30.0,AUTO,AUTO,AUTO,-0.902796009,-0.047524736,-0.307256693,0.297143215,0.0005775,1.25e-05,0.00059,208.0,148.0,TRACK,OK,46.0,46.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1664827751.0,44837.67304,1664827751.0,44837.67304,8.0,1.35823e+19,1.0,512.0,8.0,718114584.0,0.8,STORED,13.0,0.0,14.0,0.0,0.0,0.0,EN,EN,718114584.8,YES,10321486.0,25.0,85.0,8.0,19.0,11.20000014,7.99999984,9.459999811,8.834999823,12.0080006,10.37499979,8.021500321,3.787500152,4.985500199,3.320500133,3.896500156,3.960000158,0.195500008,0.641000026,0.024500001,0.024500001,5.024000201,4.119500165,11.47700046,10.60550042,0.798000032,-0.714000029,0.005,OFF,718114585.0,-4026.027759,-2022.304439,-5079.384546,4.87669491,-5.19894413,-1.794948425,3309.767775,3044.581328,-5086.720346,-6.33684308,3.911986805,-1.781204485,YES,718114584.0,-4030.901398,-2017.104339,-5077.587046,4.87232949,-5.200788155,-1.80144552,12.02571405,12.94285688,19.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,180.9989879,NOT_ACTIVE,NO,YES,0.758645718,0.367033442,-0.137835494,0.52033111,0.00049852,0.00045469,-0.00011069,YES,YES,YES,203.0,0.0,0.002,14.0,17.0,29.0,AUTO,AUTO,AUTO,-0.898429507,-0.042610466,-0.30522561,0.312803604,0.00059,4.5e-05,0.0002675,208.0,148.0,TRACK,OK,44.0,44.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1664827751.0,44837.67305,1664827751.0,44837.67305,9.0,1.35823e+19,1.0,512.0,9.0,718114635.0,0.8,STORED,13.0,0.0,14.0,0.0,0.0,0.0,EN,EN,718114635.8,YES,10321741.0,25.0,85.0,8.0,19.0,11.20000014,7.774999844,9.204999816,8.614999828,11.9880006,10.1649998,7.709000308,3.635500145,4.985500199,3.320500133,3.896500156,3.960000158,0.195500008,0.641000026,0.024500001,0.024500001,5.024000201,4.100000164,11.25000045,10.37500042,0.798000032,-0.696000028,0.0,OFF,718114636.0,-3771.811311,-2284.917226,-5162.466522,5.089923325,-5.097058125,-1.462206975,2981.301011,3238.954198,-5169.089642,-6.54062019,3.708412955,-1.448010875,YES,718114635.0,-3776.898891,-2279.819246,-5161.001342,5.08592435,-5.099200835,-1.46876919,11.78285691,12.6971426,18.0,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,180.9989879,NOT_ACTIVE,NO,YES,0.766042638,0.371369772,-0.133345434,0.507426965,0.00054242,0.000382025,-2.64e-06,YES,YES,YES,203.0,0.0,0.002,16.0,20.0,28.0,AUTO,AUTO,AUTO,-0.894079375,-0.037953817,-0.303193619,0.32749841,0.000475,6.5e-05,0.0002925,208.0,152.0,TRACK,OK,47.0,47.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1664827751.0,44837.67305,1664827751.0,44837.67305,10.0,1.35823e+19,1.0,512.0,10.0,718142985.0,0.2,REALTIME,17.0,0.0,16.0,0.0,0.0,0.0,EN,EN,718142985.2,YES,10463488.0,26.0,85.0,8.0,19.0,10.40000013,7.459999851,8.309999834,8.289999834,12.30000062,8.549999829,7.664000307,3.457000138,4.985500199,3.320500133,3.896500156,3.955000158,0.201500008,0.628500025,0.024500001,0.024500001,5.024000201,17.18100069,13.06250052,10.60550042,2.582500103,0.610500024,1.946000078,OFF,718142985.4,-3861.529767,2603.83079,-4939.696973,-5.6500283,-4.1383898,2.236994295,-860.530877,4579.086651,-4937.955573,-7.24095985,1.0668499,2.252806015,YES,718142985.0,-3859.268847,2605.48613,-4940.591433,-5.651673385,-4.13741755,2.234491435,10.43999979,11.47714263,19.0,YES,YES,YES,YES,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,6.131999591,NOT_ACTIVE,NO,YES,0.822692961,0.407521032,-0.089513582,0.386121976,0.000329875,0.000334745,-4.8445e-05,YES,YES,YES,208.0,0.0,0.002,40.0,25.0,21.0,AUTO,AUTO,AUTO,-0.844131419,0.001687467,-0.281323041,0.456395275,0.000455,2.75e-05,0.0007,196.0,152.0,TRACK,OK,42.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
