,BUS CCSDS_TAI_SEC,PL UNIX TIME,PL UTC TIME,APID_VALID,CRC_VALID,FPGA_COUNTER,0,1,2,3,4,32,33,34,35,36,37,38,47,48,53,54,57,60,61,62,63,96,97,200,201,202,203,204,205,300,301,302,303,602,603,604,605,606,607,608,609,610,611,DAC_1_A,DAC_1_B,DAC_1_C,DAC_1_D,DAC_2_A,DAC_2_B,DAC_2_C,DAC_2_D
0,722996938,722996896,2022-11-29 00:28:18 UTC,1,1,0,0,0,0,0,0,0,85,0,0,0,0,0,0,2,156,9,0,2,0,0,65,0,3,13.200992584228516,13.515942573547363,13.661443710327148,13.031575202941896,12.959003448486328,13.661443710327148,0.0980346500873565,0.031084157526493,0.0023910892195999,0.1482475250959396,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
1,722996940,722996901,2022-11-29 00:28:23 UTC,1,1,1,0,0,0,0,0,0,85,0,0,0,0,0,0,2,189,9,0,2,0,0,65,0,3,13.322078704833984,13.467462539672852,13.540186882019045,13.079967498779297,12.98319149017334,13.782761573791504,0.0741237625479698,0.0573861375451087,0.0023910892195999,0.1490445584058761,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
2,722996945,722996906,2022-11-29 00:28:28 UTC,1,1,2,0,0,0,0,0,0,85,0,0,0,0,0,0,2,162,9,0,2,0,0,65,0,3,13.273636817932127,13.467462539672852,13.612934112548828,13.176782608032228,13.079967498779297,13.637187957763672,0.0629653483629226,0.0462277233600616,0.001594059402123,0.0725297033786773,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
3,722996950,722996911,2022-11-29 00:28:33 UTC,1,1,3,0,0,0,0,0,0,85,0,0,0,0,0,0,2,150,9,0,2,0,0,65,0,3,13.322078704833984,13.588682174682615,13.70996379852295,13.176782608032228,13.0073823928833,13.782761573791504,0.0669504925608635,0.0374603942036628,0.001594059402123,0.0374603942036628,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
4,722996955,722996916,2022-11-29 00:28:38 UTC,1,1,4,0,0,0,0,0,0,85,0,0,0,0,0,0,2,147,9,0,2,0,0,65,0,2,13.249420166015623,13.564433097839355,13.70996379852295,13.176782608032228,13.176782608032228,13.685702323913574,0.1044108942151069,0.0366633646190166,0.0023910892195999,0.0685445517301559,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
5,722996961,722996921,2022-11-29 00:28:43 UTC,1,1,5,0,0,0,0,0,0,85,0,0,0,0,0,0,2,16,9,0,2,0,0,65,0,2,13.322078704833984,13.443225860595703,13.734227180480955,13.322078704833984,12.959003448486328,13.807032585144045,0.0757178217172622,0.0366633646190166,0.0023910892195999,0.0294900983572006,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
6,722996966,722996926,2022-11-29 00:28:48 UTC,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,183,9,0,2,0,0,65,0,2,13.370530128479004,13.637187957763672,13.758493423461914,13.225205421447754,13.12837028503418,13.807032585144045,0.0749207884073257,0.0422425754368305,0.001594059402123,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
7,722996971,722996931,2022-11-29 00:28:53 UTC,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,105,9,0,2,0,0,65,0,2,13.34630298614502,13.612934112548828,13.928423881530762,13.273636817932127,13.176782608032228,13.807032585144045,0.1052079200744628,0.040648516267538,0.001594059402123,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
8,722996976,722996936,2022-11-29 00:28:58 UTC,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,28,130,9,248,28,255,255,65,0,2,13.273636817932127,13.637187957763672,14.049877166748049,13.273636817932127,13.104167938232422,13.70996379852295,0.0876732692122459,0.0127524752169847,0.0023910892195999,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
9,722996981,722996941,2022-11-29 00:29:03 UTC,1,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,2,72,9,248,2,255,255,65,0,2,13.443225860595703,13.734227180480955,13.904141426086426,13.225205421447754,13.200992584228516,13.758493423461914,0.0964405909180641,0.0111584160476922,0.0023910892195999,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
10,722996986,722996947,2022-11-29 00:29:09 UTC,1,1,10,7,0,0,0,0,0,0,85,0,0,0,0,0,2,63,9,248,2,255,255,97,0,2,13.370530128479004,13.637187957763672,14.098475456237791,13.39475917816162,13.12837028503418,13.734227180480955,0.1083960384130477,0.0286930687725543,0.1904900968074798,0.001594059402123,0,2,0,11.100000381469728,-100.0,-100.0,0,8,0,12.0,0,0,0,0,0,0,0,0
11,722996991,722996951,2022-11-29 00:29:13 UTC,1,1,11,7,4,128,0,0,0,0,15,0,85,0,0,0,2,144,9,248,2,255,255,97,5,210,13.467462539672852,13.734227180480955,14.122777938842772,13.297856330871582,13.297856330871582,13.782761573791504,0.1442623734474182,0.0199257433414459,0.001594059402123,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
12,722996996,722996956,2022-11-29 00:29:18 UTC,1,1,12,7,4,128,0,0,0,0,15,0,85,0,0,0,2,146,9,248,2,255,255,97,4,226,13.564433097839355,13.685702323913574,14.001288414001465,13.297856330871582,13.225205421447754,13.70996379852295,0.1378861367702484,0.040648516267538,0.001594059402123,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
13,722997001,722996961,2022-11-29 00:29:23 UTC,1,1,13,7,5,0,0,0,0,0,15,0,85,0,0,0,2,221,9,248,2,255,255,97,5,6,13.443225860595703,13.782761573791504,14.171390533447266,13.467462539672852,13.297856330871582,13.928423881530762,0.1307128667831421,0.0366633646190166,0.001594059402123,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
14,722997006,722996966,2022-11-29 00:29:28 UTC,1,1,14,7,5,128,0,0,0,0,15,0,85,0,0,0,2,82,9,248,2,255,255,97,5,137,13.467462539672852,13.807032585144045,14.244328498840332,13.418991088867188,13.249420166015623,13.782761573791504,0.1641881167888641,0.0286930687725543,0.001594059402123,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
15,722997011,722996971,2022-11-29 00:29:33 UTC,1,1,15,7,5,128,0,0,0,0,15,0,85,0,0,0,2,221,9,248,2,255,255,97,5,135,13.515942573547363,13.879859924316406,14.220013618469238,13.418991088867188,13.225205421447754,13.831306457519531,0.1275247484445572,0.0167376231402158,0.001594059402123,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
16,722997015,722996976,2022-11-29 00:29:38 UTC,1,1,16,7,6,0,0,0,0,0,15,0,85,0,0,0,2,51,9,248,2,255,255,97,6,8,13.515942573547363,13.807032585144045,14.29296588897705,13.637187957763672,13.225205421447754,13.782761573791504,0.1267277300357818,0.023910891264677,0.0023910892195999,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
17,722997020,722996981,2022-11-29 00:29:43 UTC,1,1,17,7,6,0,0,0,0,0,15,0,85,0,0,0,2,22,9,248,2,255,255,97,6,5,13.515942573547363,13.831306457519531,14.438937187194824,13.443225860595703,13.370530128479004,13.807032585144045,0.1235396042466163,0.0135495048016309,0.001594059402123,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
18,722997025,722996986,2022-11-29 00:29:48 UTC,1,1,18,7,6,128,0,0,0,0,15,0,85,0,0,0,2,11,9,248,2,255,255,97,6,134,13.515942573547363,13.807032585144045,14.29296588897705,13.491701126098633,13.34630298614502,13.758493423461914,0.1490445584058761,0.031084157526493,0.0023910892195999,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
19,722997030,722996991,2022-11-29 00:29:53 UTC,1,1,19,7,0,0,14,33,0,85,15,0,85,0,0,0,2,90,9,248,2,255,255,97,4,235,13.564433097839355,13.904141426086426,14.29296588897705,13.443225860595703,13.273636817932127,13.685702323913574,0.1586089134216308,0.0422425754368305,0.0023910892195999,0.2415000051259994,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
20,722997036,722996996,2022-11-29 00:29:58 UTC,1,1,20,7,5,110,14,33,0,85,85,0,85,0,0,0,2,40,9,248,2,255,255,97,5,116,13.612934112548828,13.831306457519531,14.438937187194824,13.564433097839355,13.370530128479004,13.831306457519531,0.1586089134216308,0.0366633646190166,0.1968663334846496,0.1984604001045227,0,2,0,11.300000190734863,-4.5,-100.0,0,8,0,12.0,0,0,0,0,0,0,0,0
