,TIME,APID_VALID,CRC_VALID,FPGA_COUNTER,0,1,2,3,4,32,33,34,35,36,37,38,47,48,53,54,57,60,61,62,63,96,97,200,201,202,203,204,205,300,301,302,303,602,603,604,605,606,607,608,609,610,611,DAC_1_A,DAC_1_B,DAC_1_C,DAC_1_D,DAC_2_A,DAC_2_B,DAC_2_C,DAC_2_D,timestamp_
0,2021-11-02 14:20:06 -0600,1,1,98,0,0,0,0,0,15,85,85,0,0,0,0,0,2,12,9,0,2,0,0,97,0,1,31.889293670654297,32.884239196777344,32.75310134887695,32.04612731933594,31.86316299438477,30.61216354370117,0.1195544525980949,0.0342722758650779,0.6519702672958374,0.2685990035533905,0,1,1,31.0,-100.0,-100.0,122,304,621,34.0,0,0,0,0,0,0,0,0,2021-11-02 14:20:06-06:00
1,2021-11-02 14:20:11 -0600,1,1,99,0,0,0,0,0,15,85,85,0,0,0,0,0,2,103,9,0,2,0,0,97,0,1,31.837038040161133,32.884239196777344,32.75310134887695,32.0722770690918,31.915424346923828,30.66416358947754,0.1179603934288024,0.0374603942036628,0.6137128472328186,0.220777228474617,0,1,1,31.0,-100.0,-100.0,121,304,621,34.0,0,0,0,0,0,0,0,0,
2,2021-11-02 14:20:16 -0600,1,1,100,0,0,0,0,0,15,85,85,0,0,0,0,0,2,220,9,0,2,0,0,97,0,1,31.784791946411133,32.884239196777344,32.569618225097656,32.15073776245117,31.915424346923828,30.690168380737305,0.1346980184316635,0.0143465343862771,0.6687079071998596,0.2128069251775741,0,1,1,31.0,-100.0,-100.0,121,304,621,34.0,0,0,0,0,0,0,0,0,
3,2021-11-02 14:20:21 -0600,1,1,101,0,0,0,0,0,15,85,85,0,0,0,0,0,2,247,9,0,2,0,0,97,0,1,31.889293670654297,32.77932357788086,32.8317756652832,32.098426818847656,32.019981384277344,30.61216354370117,0.1219455450773239,0.0286930687725543,0.6360297203063965,0.386559396982193,0,1,1,31.0,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
4,2021-11-02 14:20:26 -0600,1,1,102,0,0,0,0,0,15,85,85,0,0,0,0,0,2,191,9,0,2,0,0,97,0,1,31.967697143554688,32.96295928955078,32.8317756652832,32.019981384277344,31.967697143554688,30.82022857666016,0.1083960384130477,0.040648516267538,0.6408118605613708,0.1801287084817886,0,1,1,31.100000381469727,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
5,2021-11-02 14:20:31 -0600,1,1,103,0,0,0,0,0,15,85,85,0,0,0,0,0,2,220,9,0,2,0,0,97,0,1,31.889293670654297,32.91047668457031,32.91047668457031,32.17689514160156,31.993837356567383,30.716175079345703,0.1275247484445572,0.0390544570982456,0.6408118605613708,0.1705643534660339,0,1,1,31.100000381469727,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
6,2021-11-02 14:20:36 -0600,1,1,104,0,0,0,0,0,15,85,85,0,0,0,0,0,2,229,9,0,2,0,0,97,0,1,31.915424346923828,33.04169845581055,32.70066452026367,32.098426818847656,31.993837356567383,30.5601749420166,0.1243366301059722,0.0541980192065238,0.6535643339157104,0.2343267351388931,0,1,1,31.100000381469727,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
7,2021-11-02 14:20:41 -0600,1,1,105,0,0,0,0,0,15,85,85,0,0,0,0,0,2,160,9,0,2,0,0,97,0,1,32.019981384277344,32.96295928955078,32.85800552368164,32.019981384277344,32.0722770690918,30.76819610595703,0.1426683217287063,0.0350693054497242,0.6296534538269043,0.4359752535820007,0,1,1,31.100000381469727,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
8,2021-11-02 14:20:46 -0600,1,1,106,0,0,0,0,0,15,85,85,0,0,0,0,0,2,63,9,0,2,0,0,97,0,1,31.889293670654297,32.91047668457031,32.80554962158203,32.28156280517578,31.967697143554688,30.79421043395996,0.1211485117673873,0.0422425754368305,0.6479851603507996,0.2311386168003082,0,1,1,31.100000381469727,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
9,2021-11-02 14:20:51 -0600,1,1,107,0,0,0,0,0,15,85,85,0,0,0,0,0,2,128,9,0,2,0,0,97,0,1,32.203060150146484,33.04169845581055,32.93671798706055,32.098426818847656,32.15073776245117,30.74218368530273,0.1171633675694465,0.0454306937754154,0.5953812003135681,0.3004801869392395,0,1,1,31.200000762939453,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
10,2021-11-02 14:20:56 -0600,1,1,108,0,0,0,0,0,15,85,85,0,0,0,0,0,2,37,9,0,2,0,0,97,0,1,32.04612731933594,33.094207763671875,32.77932357788086,32.15073776245117,32.098426818847656,30.716175079345703,0.1378861367702484,0.0597772262990474,0.6535643339157104,0.3522871434688568,0,1,1,31.200000762939453,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
11,2021-11-02 14:21:01 -0600,1,1,109,0,0,0,0,0,15,85,85,0,0,0,0,0,2,20,9,0,2,0,0,97,0,1,31.889293670654297,33.094207763671875,32.884239196777344,32.229225158691406,32.203060150146484,30.89829635620117,0.1219455450773239,0.0502128712832927,0.6033514738082886,0.3738069236278534,0,1,1,31.200000762939453,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
12,2021-11-02 14:21:06 -0600,1,1,110,0,0,0,0,0,15,85,85,0,0,0,0,0,2,17,9,0,2,0,0,97,0,1,32.15073776245117,32.98920440673828,32.93671798706055,31.915424346923828,32.17689514160156,30.924325942993164,0.1378861367702484,0.0534009896218776,0.5866138339042664,0.2112128734588623,0,1,1,31.200000762939453,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
13,2021-11-02 14:21:11 -0600,1,1,111,0,0,0,0,0,15,85,85,0,0,0,0,0,2,217,9,0,2,0,0,97,0,1,32.12458038330078,33.12046813964844,32.96295928955078,32.307735443115234,32.25539016723633,30.79421043395996,0.1554207950830459,0.0549950487911701,0.5961782336235046,0.2749752402305603,0,1,1,31.200000762939453,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
14,2021-11-02 14:21:16 -0600,1,1,112,0,0,0,0,0,15,85,85,0,0,0,0,0,2,173,9,0,2,0,0,97,0,1,32.28156280517578,33.12046813964844,32.93671798706055,32.15073776245117,32.12458038330078,30.846248626708984,0.1211485117673873,0.040648516267538,0.6360297203063965,0.1944752484560012,0,1,1,31.299999237060547,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
15,2021-11-02 14:21:21 -0600,1,1,113,0,0,0,0,0,15,85,85,0,0,0,0,0,2,183,9,0,2,0,0,97,0,1,32.17689514160156,33.12046813964844,33.12046813964844,32.307735443115234,32.36008834838867,30.95035743713379,0.1458564400672912,0.0573861375451087,0.6671138405799866,0.2853366434574127,0,1,1,31.299999237060547,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
16,2021-11-02 14:21:26 -0600,1,1,114,0,0,0,0,0,15,85,85,0,0,0,0,0,2,244,9,0,2,0,0,97,0,1,32.15073776245117,33.19926071166992,33.19926071166992,32.17689514160156,32.33391189575195,30.74218368530273,0.1378861367702484,0.0454306937754154,0.6447970271110535,0.398514837026596,0,1,1,31.299999237060547,-100.0,-100.0,121,304,621,35.0,0,0,0,0,0,0,0,0,
